0,1,2,3
-0.18847304372225732,-0.249426594095561,-0.1673078737090266,0.14577465659935424
-0.25358985999248684,-0.27317935932240955,-0.0659083427156403,0.12041393643737552
-0.13055392827392526,-0.25184857610358996,-0.14247433650282118,0.10412534381301519
0.03312960848235852,-0.21777490835422164,-0.029406207150069474,0.12165104473795985
-0.04083956742151945,-0.23230067519057154,-0.07919469305611726,0.13897056094614044
0.2465621202121019,-0.03974399993304695,-0.11501152276729198,0.06907394196312593
0.3391875059578887,-0.023008437803207105,-0.07187015866971905,0.0682492030960697
-0.21410163929293552,-0.2656789775287629,-0.09313298598017833,0.14742413433346666
-0.11092602323314787,-0.2436433396298568,-0.16003491223680266,0.0969088787262733
0.3776223144652193,-0.014166242888347946,-0.07101035027532179,0.06928012667988998
0.0457972388085538,-0.08492549826789086,-0.026460077498973222,0.11422839493445389
-0.20356466404144585,-0.3502871958337229,-0.228494357993734,0.061857476876384015
-0.21567733357837,-0.12513129875592244,-0.15410422390618603,0.11154799361652115
0.016350757716343423,-0.22302983866894366,-0.05664501415140097,0.16474365054164725
-0.08811208206277082,-0.32408669778764665,-0.22063489063611103,0.0206205335235731
-0.16660979175605373,-0.3463163468067226,-0.20150342545385275,0.05979562970874347
-0.19079026438413255,-0.22365267930724692,-0.19367825020426416,0.025775151442674466
-0.1273982294801056,-0.2588777577590938,-0.16235344237565932,0.06062036857579968
-0.045057076878180335,-0.24639745746666628,-0.20783371230686631,0.09113570665687976
-0.1487742151365652,-0.14837767211375008,-0.16000952827870135,0.07216671271458674
-0.2376142426875097,-0.25059317539045145,-0.06365216209671201,0.11608405738533037
0.14506202932222212,-0.28425895268026513,-0.00529443567088872,0.17525907109661404
0.06802666925509637,-0.2992932444330846,-0.015770729901947778,0.11567168795180224
-0.22948387114650093,-0.3527304943985171,-0.15645973545441885,0.1358777901946796
0.11675958236817119,-0.28433838402088907,-0.13802871966749844,0.11051707003270089
-0.059312220118713954,-0.32144701705196255,-0.11146961231660693,0.122269598888252
0.22922693584599596,-0.26169856440159944,-0.10919741870339741,0.10474389796330735
0.1730470045263688,-0.27361463429071914,-0.12246835607565412,0.10824903814829628
-0.21241052274050526,-0.37095852283145997,0.1418822806343955,0.2707225949583713
-0.14166227645588492,-0.335775439694477,-0.053375052878050666,0.20371256201005356
-0.12929034536554684,-0.34490746426212265,-0.16701337800354624,0.16659931299252373
0.046564678702719964,-0.28457374633178245,-0.029147984747994127,0.19134147900421028
0.13142859493512582,-0.23763087086179938,-0.18532583696117783,0.051548241038181286
-0.0985759042731445,-0.33124240660368176,-0.09779049538620696,0.15154782866874775
-0.21126287135944,-0.36562195556893734,-0.12426635041148132,0.15711481602137722
-0.14161825220868735,-0.33482935214233817,-0.05164932173190753,0.18103224316600755
-0.16967386887921332,-0.3547637877751097,-0.15316175972627372,0.10103257306155439
0.06490804378040715,-0.3075895005541131,-0.18555711980676348,0.1437128094317137
-0.013638760484614765,-0.32405840514715667,-0.17433875401598603,0.1136098407841617
-0.2540568822374639,-0.3703614586631985,-0.05965813875876286,0.26288757572133725
0.1737693727869828,-0.2896014534853607,-0.10217028694292363,0.12474381548942065
0.10714436256775484,-0.23933896698717189,-0.1405074428880335,0.058352336691395085
-0.10244171642566408,-0.29557529305531083,-0.13188419289513298,0.06536261706137295
-0.11815462694162565,-0.3120919005894574,-0.14673335357662876,0.10041401891126223
-0.288923906403477,-0.38209773943975833,-0.11231037303829286,0.11897064342002714
0.051043733400874425,-0.14332745654331364,-0.16374511838669759,0.05670285895728265
-0.16049177649849272,-0.30625419094930617,-0.13269820086461098,0.07917699308456459
0.2239620607031405,-0.22988365074646136,-0.11656753933707953,0.09443466212510462
0.11399969268725019,-0.26542508530418485,-0.15608887037745933,0.08989859835629543
-0.04167288710922795,-0.2992763953724583,-0.1348555822545544,0.1059810062638917
-0.31004050770439506,-0.35270146516587786,-0.1578554478651315,0.10824903814829628
-0.15380456945421972,-0.34415312679649557,-0.12801904869466182,0.13237265000969067
-0.1722620709310732,-0.35256094252446835,-0.12312190816989677,0.0991769106106779
-0.3147429400890832,-0.14562519918701067,-0.10875336312297215,0.051548241038181286
-0.022411641321629816,-0.2923661421019899,-0.1488338925632231,0.0973212481598014
0.16671643702563366,-0.25934498726856525,-0.08607677329315488,0.11484694908474605
0.1516483593975424,-0.2592372203844352,-0.14708057173657535,0.09340373854128436
-0.22673364852429354,-0.36121157101027296,-0.17029395923681348,0.09525940099216085
-0.0588161996660177,-0.2989887936698622,-0.16676825137117518,0.11216654776681334
-0.1886411676487758,-0.33466823865798523,0.015730331879455106,0.16701168242605186
0.015795389677446148,-0.2866660380634915,-0.13168878054786315,0.09402229269157653
0.27772182563844783,-0.23937435736363033,-0.032631939094403345,0.11505313380151008
-0.053428010340635934,-0.3186398851618363,-0.18526087155076665,0.09360992325804841
0.11177121384688782,-0.27979526834948865,0.11898485774756062,0.2639184993051575
-0.04941702716146368,-0.30422638227134186,-0.04508596126766856,0.13567160547791554
0.14994102835568845,-0.2794748682464052,-0.07775528249737684,0.10824903814829628
-0.057138435509076935,-0.32124200265537084,-0.12988959078610893,0.09484703155863275
-0.05470975280939838,-0.3201620401368176,-0.16201396654635258,0.09196044552393598
-0.07124796296156782,-0.3219592022032861,-0.1938299768898848,0.0795893625180927
-0.4066640506006803,-0.3953149134135818,-0.11062225888876515,0.14288807056465747
-0.1090170848913175,-0.32020304474474937,-0.013051377264611363,0.19010437070362596
0.04043541383095128,-0.3000253485684489,-0.15435136242280462,0.09154807609040787
-0.019835476703252586,-0.314113718265722,-0.11934211835768221,0.10082638834479032
-0.2069480908822296,-0.3484894329373755,-0.19259013344119974,0.11216654776681334
-0.11088606671947543,-0.32969600535954824,-0.19637713145094227,0.09793980231009355
-0.14903458927139923,-0.33787585065022147,-0.19083646649050534,0.08928004420600327
0.3771390613260951,-0.2403429295431372,-0.021176415395781634,0.11505313380151008
0.1595089746385554,-0.28908230658756584,0.06326922595501777,0.1468055801831745
0.05192129823018454,-0.30537531158359454,-0.04611393355743934,0.12618710850676904
-0.22239205033849394,-0.3667282096831188,0.019063361553633307,0.25835151195252803
0.12678371686204437,-0.2831936845532428,-0.033645064136011704,0.09752743287656546
-0.17144674177184938,-0.33725584265665615,-0.16492767879048192,0.1000016494777341
0.05727724900865616,-0.29359267577513937,-0.1290496874853502,0.09505321627539681
0.08729151714108074,-0.294221993576786,-0.017270609489181687,0.10824903814829628
-0.1912918745858453,-0.3470725929038989,-0.15536425245661636,0.16247561865724264
0.14547282821082663,-0.28724901837465205,-0.007677388096905879,0.12082630587090362
-0.13666662372963984,-0.35378271200094397,0.15087426091429268,0.1694858990272205
-0.22198782465512248,-0.3638517813758517,0.0071192543504470795,0.1494859815011072
-0.12430017880803623,-0.22146651415028865,-0.05362141176205054,0.1169087962523866
