longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
0.6125498007968115,0.1700318809776835,0.9803921568627451,0.05111374719915645,0.058504034761018,0.028279940581294318,0.06084525571452064,0.2370725921021779,0.4164951897105579
0.2041832669322705,0.5292242295430398,0.6078431372549019,0.060498220640569395,0.053693358162631905,0.02432803609966647,0.05607630323959875,0.5244065599095185,0.7571123418047762
0.7410358565737045,0.1285866099893731,0.23529411764705882,0.28691182285488337,0.32991930477963993,0.11948204826368451,0.32132872882749547,0.12530861643287677,0.22350629481940282
0.6304780876494025,0.16471838469713118,0.6078431372549019,0.045999736391195464,0.061762880198634386,0.033521118865439056,0.06594310146357507,0.2019765244617316,0.36453664108601613
0.19223107569720987,0.553666312433581,0.9999999999999999,0.05562145775668907,0.08178150217256362,0.03430589422349281,0.08419667817793126,0.21059709521247982,0.7938132213887779
0.345617529880478,0.6280552603613181,0.47058823529411764,0.0361671279820746,0.045934202358783364,0.01833011014882704,0.047196184838020065,0.1412187418104578,0.17092919204456888
0.7161354581673312,0.12646121147715172,0.1764705882352941,0.0627125345986556,0.07029795158286778,0.03699655259396283,0.07827659924354546,0.14705314409456421,0.25917625081958423
0.24999999999999822,0.5005313496280555,0.3137254901960784,0.062238038750494266,0.07324643078833024,0.03828582639647972,0.07252096694622595,0.29900277237555345,0.2610319132704607
0.6005976095617527,0.14133900106269914,0.6666666666666666,0.06268617371820219,0.06253879577901925,0.033885478853106867,0.06923203420490051,0.3534778830636819,0.5542265805089464
0.6663346613545809,0.1594048884165784,0.29411764705882354,0.05480427046263345,0.053848541278708875,0.0372488018161944,0.05837855615852656,0.29567178383746434,0.273402996276304
0.5966135458167319,0.15090329436769423,0.3137254901960784,0.09039145907473309,0.14478584729981375,0.06620140699010622,0.13303732938661406,0.17512861891560116,0.23546500839171797
0.2519920318725095,0.5812964930924549,0.8039215686274509,0.02675629366020825,0.03910614525139665,0.02228201463045489,0.04357835882256208,0.11530875436200881,0.17340340864573753
0.4482071713147402,0.45058448459086087,0.13725490196078433,0.0815605641228417,0.10599006828057107,0.04066818016200006,0.08945897056405197,0.1576392049764831,0.13340357359351096
0.22410358565737099,0.5462274176408073,0.7058823529411764,0.03558718861209964,0.05291744258224705,0.019283051655035174,0.05311626377240585,0.20022482448517953,0.3750520616409829
0.15139442231075684,0.6216790648246544,0.35294117647058826,0.046474232239356796,0.06098696461824953,0.024243953025589283,0.06364084854464726,0.1353153749603454,0.5057731720693935
0.6045816733067717,0.1551540913921361,0.7254901960784313,0.087860814551206,0.14276846679081315,0.10115193811485748,0.145699720440717,0.11207431621632806,0.21402179784825628
0.28984063745019917,0.6291179596174281,0.1764705882352941,0.11714775273494135,0.13904407200496585,0.06995711763222064,0.14520638052951818,0.21007986096743497,0.18268172090012
0.275896414342629,0.47608926673751384,0.5098039215686274,0.060656385923289834,0.0729360645561763,0.040471986322486615,0.07663213287288274,0.18634225734817456,0.38886643766417456
