latitude,housing_median_age,total_rooms,median_income,median_house_value
0.1615620424969004,0.24256163717131135,0.13792071735466474,0.06628395564276102,0.10701192984771196
0.18037137445439677,0.3022808718729336,0.18366067120294582,0.0871314830624004,0.13422831246056716
0.11530032468082713,0.2728669866666403,0.01875022289479071,0.07638514892804799,0.14577465659935424
0.11055423129157171,0.2270574506353461,0.03875421955403787,0.17028171690535632,0.12041393643737552
0.10387162885720456,0.31666960932503324,0.03756164383004484,0.093746597150488,0.10412534381301519
0.10960230356618969,0.43762221974269566,0.03585912648892764,0.17908994848841805,0.12165104473795985
0.10769572529560781,0.3856624808119847,0.07378782450642665,0.13987407846891645,0.13897056094614044
0.21781588820642217,0.5790338737925242,0.021127546425875346,0.08004589064844027,0.06907394196312593
0.10769572529560781,0.4989911661189878,0.1188398412454448,0.10952075785219337,0.08948622892276732
0.21781588820642217,0.6325225587435105,0.038652779099497644,0.11029926612145705,0.0682492030960697
0.10864946881091746,0.2578291093020998,0.0940032643579703,0.14004795449574767,0.14742413433346666
0.10674107128515764,0.3308542443169896,0.05102833243967694,0.07472895300329455,0.0969088787262733
0.21867022401233802,0.6531418459462461,0.033414635558893964,0.10821570662462766,0.06928012667988998
0.21781588820642217,0.46262352194811296,0.06322785634407167,0.1714618020898139,0.11422839493445389
0.023110272212746058,0.24256163717131135,0.03740929769934189,0.024429839892793112,0.061857476876384015
0.22293098887319268,0.2728669866666403,0.06515616349288239,0.07946005262862846,0.11154799361652115
0.10674107128515764,0.42488319396526597,0.04323268867507056,0.15702532210786396,0.16474365054164725
0.026220694627138337,0.3308542443169896,0.0011065445327627444,0.024335615193737656,0.0206205335235731
0.0210312693849131,0.2728669866666403,0.03588455851548005,0.04747503217587284,0.05979562970874347
0.13684682567275547,0.2728669866666403,0.002501153150130127,0.05145914041558214,0.025775151442674466
0.0961792832340493,0.31666960932503324,0.03850059912101642,0.0756565048767632,0.06062036857579968
0.09037094163830187,0.37223946047984396,0.020714504625336545,0.02697726947694919,0.09113570665687976
0.1935932506305757,0.31666960932503324,0.009131764629910822,0.07472895300329455,0.07216671271458674
0.12753577143966574,0.24256163717131135,0.016782075166373433,0.17132816778859505,0.11608405738533037
0.10099392902958916,0.2876820724517809,0.04393931331015135,0.07472895300329455,0.07938317780132866
0.029321472305386845,0.4989911661189878,0.015407254908579705,0.19674896291577926,0.17525907109661404
0.029321472305386845,0.4502010019495558,0.041312186732852196,0.19224671412565097,0.11567168795180224
0.029321472305386845,0.2270574506353461,0.03303214349094106,0.09453120383604324,0.1358777901946796
0.028288947691197684,0.4748936145399273,0.019293370838361957,0.08335705725216273,0.11051707003270089
0.028288947691197684,0.3586338084240654,0.037663195024628025,0.12065855116330271,0.122269598888252
0.029321472305386845,0.5455111817538807,0.04862068700607406,0.09806371408592066,0.10474389796330735
0.028288947691197684,0.5108256237659907,0.03270053198353387,0.09191135368566529,0.10824903814829628
0.023110272212746058,0.2578291093020998,0.02945514486363772,0.33429354032357345,0.2707225949583713
0.03344094260062547,0.3022808718729336,0.02820016640492699,0.17761285186816814,0.20371256201005356
0.016860251867575084,0.3022808718729336,0.015199570587999351,0.07848501789941513,0.16659931299252373
0.046713215017256,0.43762221974269566,0.02958311537940557,0.18254336821263553,0.19134147900421028
0.0667942110743049,0.48701497507227215,0.03196038672814839,0.03390775846735972,0.051548241038181286
0.027255355867914614,0.3308542443169896,0.03262399063203138,0.1362939144987469,0.15154782866874775
0.014768200895350738,0.24256163717131135,0.08612569865711439,0.11897617684512023,0.15711481602137722
0.03446816405715545,0.3022808718729336,0.014108519693951499,0.17992561838406496,0.18103224316600755
0.015814773466021725,0.2728669866666403,0.050326701118137654,0.09211264066496445,0.10103257306155439
0.01372053186290751,0.43762221974269566,0.039311958191895625,0.04260961247922642,0.1437128094317137
0.01372053186290751,0.3856624808119847,0.05936005096190591,0.058599883262490104,0.1136098407841617
0.022071311080327043,0.2113090936672069,0.008609203021071229,0.18293974794960843,0.26288757572133725
0.014768200895350738,0.2876820724517809,0.09136023920036213,0.07268530537526924,0.1513416439519837
0.01372053186290751,0.5108256237659907,0.05530264437258162,0.10948367090802971,0.12474381548942065
0.07175207943509238,0.4748936145399273,0.051203663377269955,0.07665985051122605,0.058352336691395085
0.05981163906317385,0.3308542443169896,0.026584304966097785,0.10473757163744958,0.06536261706137295
0.046713215017256,0.31666960932503324,0.036240538991167665,0.09272883011869867,0.10041401891126223
0.014768200895350738,0.1790482314489855,0.07293045413116803,0.1367631890570357,0.11897064342002714
0.16427084776498757,0.4502010019495558,0.014082527777436071,0.05588405653925314,0.05670285895728265
